cancellation_id,booking_id,cancellation_date,cancellation_reason,refund_amount,refund_status,cancellation_source
474,8968,2024-08-10,Price Change,18328,Processed,System
475,6785,2024-08-30,Personal Issue,14511,Processed,System
476,6146,2025-07-26,Schedule Conflict,46077,Processed,Hotel
477,4447,2026-02-08,Health Issue,29946,Processed,Hotel
478,11856,2025-05-23,Price Change,1968,Pending,Hotel
479,9372,2025-10-20,Personal Issue,14186,Processed,System
480,7905,2024-12-06,Price Change,42717,Pending,System
481,2583,2024-06-17,Travel Restriction,41588,Processed,Customer
482,10162,2026-04-13,Price Change,8058,Processed,Hotel
483,9909,2025-07-31,Personal Issue,49835,Processed,Customer
484,11190,2025-05-26,Price Change,8295,Processed,Hotel
485,1126,2024-08-07,Travel Restriction,35750,Processed,System
486,7302,2025-08-28,Personal Issue,8465,Processed,Hotel
487,1471,2024-07-17,Price Change,2224,Processed,Customer
488,1115,2024-07-23,Schedule Conflict,42078,Pending,System
489,6053,2026-02-01,Price Change,34653,Processed,Hotel
490,11435,2024-07-09,Personal Issue,31938,Pending,System
491,4168,2026-04-30,Emergency,13082,Pending,Customer
492,3624,2026-01-20,Price Change,36683,Processed,Hotel
493,7707,2026-03-18,Travel Restriction,15520,Pending,System
494,3435,2025-11-14,Price Change,1796,Processed,Hotel
495,2006,2026-01-10,Emergency,48236,Processed,System
496,7302,2025-07-25,Price Change,11642,Pending,Customer
497,5787,2025-11-02,Price Change,30705,Pending,System
498,5681,2025-05-01,Health Issue,14902,Pending,Hotel
499,5634,2025-03-19,Price Change,25355,Processed,System
500,8176,2025-12-10,Emergency,10597,Pending,Hotel
501,3379,2024-05-09,Health Issue,35811,Pending,Hotel
502,11378,2026-04-13,Health Issue,6425,Pending,System
503,7163,2025-04-06,Health Issue,48350,Pending,System
504,1020,2025-02-26,Price Change,5066,Processed,Hotel
505,1858,2024-10-23,Emergency,40402,Pending,Hotel
506,7773,2024-06-05,Price Change,17484,Pending,Customer
507,11713,2025-04-24,Travel Restriction,49605,Pending,Customer
508,8933,2025-05-16,Schedule Conflict,47042,Pending,Hotel
509,8845,2024-11-11,Price Change,39326,Pending,Hotel
510,4260,2026-02-26,Personal Issue,26432,Pending,System
511,10080,2024-07-13,Personal Issue,15530,Pending,Customer
512,6855,2024-06-08,Emergency,40031,Pending,System
513,2335,2024-11-16,Personal Issue,12397,Pending,System
514,3286,2026-01-03,Price Change,25730,Pending,Customer
515,4194,2026-01-26,Price Change,4550,Pending,Customer
516,254,2025-03-18,Price Change,9484,Processed,Customer
517,1911,2024-09-15,Travel Restriction,15677,Pending,System
518,6522,2024-05-17,Emergency,10322,Processed,System
519,6664,2024-10-10,Travel Restriction,33707,Pending,System
520,835,2024-07-08,Health Issue,7637,Processed,System
521,11451,2026-03-14,Schedule Conflict,44029,Pending,System
522,8270,2025-10-04,Health Issue,11657,Processed,System
523,2614,2024-12-05,Travel Restriction,42373,Processed,Hotel
524,593,2025-08-23,Schedule Conflict,44014,Processed,Hotel
525,11957,2026-01-24,Travel Restriction,38395,Pending,System
526,2174,2025-09-22,Emergency,33770,Processed,Hotel
527,4882,2025-11-02,Personal Issue,46102,Processed,Customer
528,11291,2026-04-15,Emergency,27580,Processed,Hotel
529,3948,2025-06-25,Personal Issue,49920,Processed,System
530,2217,2025-10-10,Health Issue,46181,Pending,Customer
531,10096,2025-09-30,Price Change,8063,Processed,Customer
532,8957,2025-11-07,Emergency,11401,Pending,Hotel
533,8252,2024-06-30,Schedule Conflict,8990,Processed,Hotel
534,11608,2025-07-10,Travel Restriction,1980,Pending,Customer
535,9468,2025-02-19,Health Issue,47483,Processed,System
536,8807,2025-10-24,Personal Issue,20604,Pending,Hotel
537,10554,2026-03-22,Emergency,47247,Pending,Hotel
538,5872,2025-05-04,Price Change,21375,Pending,System
539,152,2026-01-22,Health Issue,4556,Pending,Hotel
540,3148,2024-08-13,Emergency,41544,Pending,Customer
541,6055,2025-01-17,Health Issue,27168,Pending,Hotel
542,8398,2025-06-28,Price Change,48570,Pending,Hotel
543,2098,2025-01-23,Schedule Conflict,34999,Processed,System
544,8351,2026-01-17,Emergency,22815,Pending,System
545,7480,2025-12-22,Travel Restriction,8224,Pending,Hotel
546,3585,2025-05-14,Health Issue,2099,Pending,Customer
547,793,2025-02-03,Emergency,1098,Processed,System
548,2085,2026-03-09,Schedule Conflict,34420,Processed,System
549,1072,2025-05-30,Price Change,35462,Pending,Customer
550,11752,2025-08-19,Schedule Conflict,42329,Pending,System
551,6574,2025-10-04,Schedule Conflict,38865,Pending,Hotel
552,161,2025-04-07,Personal Issue,21468,Pending,System
553,6844,2024-05-30,Price Change,1750,Processed,System
554,43,2026-04-18,Personal Issue,45444,Processed,System
555,9974,2025-05-31,Schedule Conflict,26336,Processed,Customer
556,416,2025-02-15,Price Change,1178,Pending,System
557,2361,2025-01-25,Schedule Conflict,9286,Processed,Customer
558,9483,2026-01-15,Price Change,28701,Pending,Customer
559,4793,2025-12-17,Price Change,15484,Pending,Hotel
560,4820,2025-03-15,Personal Issue,14770,Processed,System
561,11702,2025-06-02,Emergency,33773,Pending,Customer
562,5127,2024-05-13,Health Issue,27369,Pending,Hotel
563,10683,2025-08-10,Travel Restriction,10229,Pending,Hotel
564,11513,2024-05-31,Price Change,24987,Processed,Hotel
565,4100,2024-08-14,Schedule Conflict,28470,Processed,Customer
566,2049,2026-02-17,Travel Restriction,29388,Processed,Hotel
567,11978,2025-10-31,Travel Restriction,35180,Pending,Customer
568,6879,2026-03-23,Price Change,19313,Processed,System
569,3589,2026-02-13,Travel Restriction,2135,Processed,Hotel
570,8428,2025-12-03,Health Issue,39962,Pending,System
571,10689,2025-04-10,Emergency,23192,Processed,Hotel
572,1827,2025-01-30,Travel Restriction,27325,Pending,Customer
573,6385,2024-05-31,Price Change,39170,Processed,System
574,2303,2026-04-22,Price Change,48508,Pending,Customer
575,10444,2025-11-17,Travel Restriction,21651,Processed,System
576,4853,2026-03-18,Personal Issue,38316,Pending,System
577,2565,2024-10-04,Health Issue,41987,Processed,System
578,1672,2025-12-27,Health Issue,35429,Pending,Hotel
579,76,2024-09-25,Price Change,9574,Processed,Hotel
580,5722,2025-11-10,Personal Issue,9171,Pending,Customer
581,2013,2025-07-25,Personal Issue,31492,Pending,System
582,8851,2024-10-12,Personal Issue,44537,Pending,Hotel
583,8295,2025-10-02,Personal Issue,16087,Processed,Customer
584,9675,2024-09-27,Personal Issue,46053,Processed,Hotel
585,2158,2025-11-22,Personal Issue,34444,Processed,Customer
586,7827,2025-07-21,Schedule Conflict,43586,Processed,Hotel
587,8258,2025-10-29,Travel Restriction,49997,Pending,Customer
588,7331,2025-10-08,Emergency,43907,Pending,Customer
589,5287,2024-06-29,Price Change,42502,Pending,Hotel
590,3934,2024-06-12,Emergency,38318,Pending,Customer
591,10783,2025-04-05,Price Change,4867,Pending,System
592,7340,2025-11-15,Health Issue,33491,Pending,System
593,4663,2024-10-11,Personal Issue,14021,Pending,System
594,10607,2025-06-20,Health Issue,48177,Processed,System
595,1468,2025-09-30,Travel Restriction,26726,Processed,Customer
596,8445,2025-05-10,Schedule Conflict,28553,Processed,Customer
597,2854,2026-03-06,Personal Issue,17759,Pending,Customer
598,8421,2025-05-21,Emergency,42202,Processed,Hotel
599,5484,2025-11-27,Schedule Conflict,29884,Processed,System
600,5885,2025-03-01,Emergency,12156,Processed,System
601,7165,2025-10-21,Personal Issue,31613,Processed,System
602,8005,2024-12-25,Price Change,28080,Processed,Hotel
603,735,2025-09-24,Travel Restriction,15295,Pending,System
604,4901,2024-06-20,Emergency,42066,Processed,Customer
605,4085,2025-11-07,Personal Issue,18799,Pending,Hotel
606,2300,2025-06-23,Travel Restriction,38690,Pending,Hotel
607,10973,2025-03-23,Emergency,46097,Processed,System
608,1031,2025-03-25,Travel Restriction,33919,Processed,System
609,45,2025-05-04,Health Issue,33164,Processed,Customer
610,11087,2026-02-03,Emergency,33831,Pending,Hotel
611,5061,2024-08-24,Price Change,3557,Processed,Hotel
612,9581,2025-01-26,Price Change,3704,Processed,System
613,7545,2024-07-17,Travel Restriction,20012,Pending,Customer
614,436,2024-07-18,Emergency,20652,Processed,System
615,11473,2025-10-28,Price Change,39490,Pending,Hotel
616,2153,2025-08-11,Schedule Conflict,42114,Processed,Customer
617,541,2025-10-27,Emergency,5644,Processed,Hotel
618,10962,2024-10-12,Travel Restriction,13394,Pending,Customer
619,11282,2024-09-27,Health Issue,6068,Processed,Customer
620,4932,2024-12-27,Schedule Conflict,1010,Pending,Customer
621,5043,2026-03-04,Health Issue,28308,Processed,Hotel
622,8473,2024-06-24,Schedule Conflict,9250,Pending,Hotel
623,10345,2025-06-26,Travel Restriction,6194,Pending,System
624,2311,2024-09-13,Price Change,42082,Processed,Customer
625,10557,2025-04-05,Travel Restriction,18865,Pending,Hotel
626,2431,2026-03-15,Personal Issue,21847,Processed,Customer
627,2537,2025-08-20,Travel Restriction,26125,Processed,System
628,9331,2026-02-13,Schedule Conflict,35268,Pending,Customer
629,4869,2025-10-20,Emergency,37229,Pending,Hotel
630,3901,2026-01-09,Travel Restriction,39326,Pending,Customer
631,96,2026-03-30,Price Change,10033,Pending,System
632,8081,2026-01-29,Price Change,16442,Pending,Hotel
633,9906,2025-08-08,Personal Issue,34207,Pending,System
634,11299,2024-12-19,Health Issue,11255,Processed,System
635,6314,2025-01-31,Emergency,48834,Processed,Customer
636,1607,2025-02-19,Schedule Conflict,30063,Processed,System
637,2658,2025-05-08,Schedule Conflict,19800,Pending,Hotel
638,5322,2024-12-31,Emergency,36142,Processed,Customer
639,63,2024-10-14,Emergency,44478,Pending,Customer
640,1411,2024-10-02,Schedule Conflict,9764,Pending,Hotel
641,10899,2025-10-14,Personal Issue,27779,Pending,Hotel
642,10622,2025-11-06,Personal Issue,4167,Pending,Customer
643,10412,2024-06-08,Emergency,19080,Pending,Hotel
644,5747,2025-12-31,Personal Issue,37769,Processed,System
645,3293,2025-12-09,Personal Issue,20675,Processed,Customer
646,3144,2026-03-06,Travel Restriction,39949,Pending,Hotel
647,3954,2025-03-26,Price Change,11161,Processed,Hotel
648,6259,2025-03-27,Emergency,7092,Processed,System
649,6889,2025-02-15,Health Issue,32520,Pending,System
650,461,2026-04-18,Schedule Conflict,45125,Pending,Hotel
651,9767,2026-05-07,Health Issue,10896,Pending,Customer
652,4162,2025-05-07,Schedule Conflict,40268,Pending,Hotel
653,3684,2024-07-23,Emergency,18315,Processed,System
654,7054,2024-07-10,Travel Restriction,4686,Pending,Customer
655,10098,2026-02-24,Emergency,11292,Processed,System
656,7633,2025-02-22,Schedule Conflict,29919,Processed,Customer
657,11770,2025-05-28,Health Issue,29953,Processed,System
658,5835,2025-05-19,Health Issue,33935,Pending,System
659,6703,2025-10-22,Travel Restriction,10357,Processed,System
660,10752,2025-03-11,Emergency,23449,Processed,Customer
661,5433,2024-09-26,Emergency,48596,Processed,Customer
662,5885,2025-02-03,Personal Issue,27270,Pending,System
663,9811,2025-09-05,Personal Issue,7124,Pending,Customer
664,5882,2024-05-23,Emergency,45526,Processed,System
665,5739,2025-07-06,Personal Issue,12508,Pending,Customer
666,359,2024-09-26,Health Issue,12495,Pending,Hotel
667,5791,2026-02-03,Health Issue,19607,Pending,Customer
668,1880,2025-08-04,Personal Issue,39906,Processed,System
669,3707,2025-09-02,Travel Restriction,21752,Processed,Hotel
670,2603,2025-03-04,Personal Issue,5604,Processed,Hotel
671,6415,2025-05-24,Travel Restriction,9296,Pending,Customer
672,7653,2025-10-10,Price Change,39903,Pending,Hotel
673,7238,2025-12-18,Price Change,1714,Processed,Hotel
674,10791,2024-05-30,Emergency,33503,Processed,System
675,5604,2025-06-07,Schedule Conflict,47048,Pending,Customer
676,10253,2025-04-20,Emergency,12011,Processed,Hotel
677,3637,2025-05-08,Travel Restriction,45548,Pending,Hotel
678,8789,2025-03-19,Travel Restriction,18987,Processed,Customer
679,1035,2025-06-24,Travel Restriction,2302,Processed,Customer
680,6833,2024-11-13,Emergency,48357,Processed,System
681,11340,2024-07-08,Schedule Conflict,16307,Pending,System
682,6364,2026-04-23,Travel Restriction,21887,Pending,Hotel
683,3230,2024-06-20,Emergency,7931,Pending,System
684,4913,2025-09-23,Schedule Conflict,36683,Pending,Customer
685,3215,2025-06-05,Health Issue,20419,Processed,Customer
686,608,2024-07-14,Health Issue,48554,Processed,System
687,2665,2024-06-11,Personal Issue,40262,Pending,System
688,3704,2026-02-15,Personal Issue,6729,Pending,Customer
689,11965,2025-07-24,Travel Restriction,16003,Processed,Hotel
690,2085,2024-06-09,Personal Issue,19969,Pending,System
691,4274,2024-05-20,Health Issue,7987,Processed,Hotel
692,5905,2025-07-06,Travel Restriction,1617,Pending,Customer
693,6260,2025-02-19,Travel Restriction,23943,Processed,Hotel
694,7079,2024-07-25,Health Issue,14652,Processed,Hotel
695,9010,2026-03-05,Schedule Conflict,20890,Pending,Customer
696,6478,2025-12-20,Emergency,42985,Processed,Customer
697,10117,2025-04-26,Travel Restriction,35254,Pending,Hotel
698,10963,2024-08-23,Personal Issue,10232,Pending,Customer
699,9382,2025-12-28,Personal Issue,14843,Pending,Hotel
700,6534,2024-11-04,Emergency,29500,Pending,System
701,6262,2026-03-10,Travel Restriction,4752,Processed,Hotel
702,717,2025-01-17,Price Change,4186,Pending,Customer
703,329,2025-11-23,Emergency,34552,Pending,Hotel
704,1278,2026-04-19,Health Issue,28747,Processed,Hotel
705,7809,2024-07-14,Health Issue,41976,Processed,Hotel
706,5439,2026-01-29,Price Change,9510,Processed,Hotel
707,9263,2026-03-16,Travel Restriction,34097,Pending,System
708,5500,2024-05-12,Price Change,47521,Pending,Customer
709,4570,2024-11-19,Schedule Conflict,19897,Processed,Hotel
710,8788,2025-01-19,Price Change,34958,Pending,Hotel
711,5871,2024-12-22,Price Change,43769,Pending,Customer
712,4016,2024-05-14,Personal Issue,14427,Pending,Hotel
713,8508,2025-11-01,Price Change,49692,Pending,Customer
714,9924,2024-08-31,Schedule Conflict,48683,Processed,Hotel
715,10844,2026-04-27,Emergency,37295,Processed,Customer
716,4648,2025-08-21,Health Issue,19441,Pending,Hotel
717,11671,2025-08-04,Schedule Conflict,49324,Pending,Hotel
718,6147,2025-06-13,Schedule Conflict,28247,Pending,Hotel
719,5235,2024-10-18,Health Issue,42453,Pending,System
720,2628,2025-05-05,Health Issue,29497,Pending,System
721,4323,2024-07-12,Personal Issue,2967,Processed,System
722,3,2025-04-20,Schedule Conflict,12488,Pending,Hotel
723,4930,2024-11-23,Emergency,40990,Processed,Customer
724,10024,2025-08-02,Health Issue,33123,Processed,Customer
725,2705,2025-05-12,Schedule Conflict,17445,Pending,Hotel
726,896,2026-01-06,Travel Restriction,13037,Processed,System
727,8337,2025-10-25,Price Change,4196,Processed,System
728,10811,2025-04-13,Price Change,22823,Pending,System
729,3025,2026-01-03,Health Issue,19413,Pending,Hotel
730,9752,2025-07-13,Personal Issue,48514,Pending,Hotel
731,8934,2026-01-26,Schedule Conflict,7608,Processed,Customer
732,1558,2025-11-17,Emergency,47115,Pending,Customer
733,8740,2026-01-14,Price Change,4825,Pending,Hotel
734,11943,2024-07-22,Price Change,4784,Processed,Customer
735,6792,2024-09-04,Price Change,12789,Processed,Customer
736,1650,2025-07-25,Personal Issue,29505,Processed,System
737,2540,2025-03-09,Travel Restriction,34858,Processed,Hotel
738,11518,2026-02-10,Personal Issue,3864,Pending,Hotel
739,10984,2024-09-10,Schedule Conflict,7420,Pending,Customer
740,2347,2025-10-23,Schedule Conflict,36398,Processed,Hotel
741,8238,2026-04-19,Travel Restriction,1482,Pending,System
742,8679,2024-09-03,Schedule Conflict,5570,Processed,Hotel
743,6697,2025-03-25,Personal Issue,34192,Processed,System
744,6452,2025-08-18,Health Issue,9486,Pending,System
745,8828,2025-10-22,Price Change,42801,Processed,Customer
746,983,2025-12-25,Travel Restriction,24539,Processed,System
747,4211,2024-09-01,Price Change,30080,Processed,Customer
748,10708,2025-06-15,Travel Restriction,7567,Pending,Customer
749,10995,2025-08-22,Travel Restriction,45880,Processed,Hotel
750,178,2024-08-03,Personal Issue,2092,Processed,System
751,3698,2024-11-18,Price Change,44413,Pending,System
752,4193,2024-10-14,Personal Issue,30470,Pending,System
753,9015,2025-06-26,Price Change,43297,Pending,Customer
754,2654,2024-10-30,Travel Restriction,2569,Processed,Customer
755,11383,2024-10-20,Schedule Conflict,22993,Processed,Customer
756,6425,2025-04-22,Schedule Conflict,12020,Pending,System
757,9421,2025-07-27,Health Issue,40805,Processed,Customer
758,10403,2024-07-19,Price Change,38815,Processed,System
759,5459,2025-11-28,Emergency,42814,Processed,Customer
760,7768,2025-06-19,Price Change,5447,Processed,Customer
761,7990,2025-12-19,Emergency,13535,Pending,Hotel
762,2331,2025-03-02,Schedule Conflict,23772,Pending,Hotel
763,8046,2025-07-17,Emergency,6074,Pending,System
764,6003,2025-11-23,Travel Restriction,20433,Pending,Hotel
765,3392,2025-06-23,Price Change,14408,Pending,Hotel
766,1856,2025-12-14,Travel Restriction,8017,Pending,System
767,11574,2024-05-20,Travel Restriction,21624,Pending,Customer
768,3886,2024-10-15,Personal Issue,9072,Processed,System
769,692,2025-01-01,Schedule Conflict,28924,Pending,Hotel
770,4347,2025-12-01,Travel Restriction,16847,Pending,Customer
771,3732,2025-04-11,Personal Issue,16020,Pending,System
772,3082,2026-05-05,Travel Restriction,38497,Pending,System
773,2634,2024-06-22,Health Issue,8377,Processed,Customer
774,10609,2025-02-18,Personal Issue,26448,Pending,System
775,9671,2024-07-07,Price Change,38054,Pending,Hotel
776,5843,2025-06-24,Travel Restriction,30812,Processed,Customer
777,11643,2026-04-29,Health Issue,43634,Processed,Hotel
778,7642,2024-08-27,Emergency,38924,Pending,Customer
779,6644,2025-02-09,Schedule Conflict,29472,Processed,System
780,3372,2025-06-15,Personal Issue,21135,Processed,Customer
781,243,2024-06-18,Price Change,32075,Pending,Customer
782,7862,2026-04-23,Personal Issue,28379,Processed,Customer
783,5394,2024-06-09,Schedule Conflict,28082,Pending,Customer
784,4394,2026-05-04,Emergency,40135,Pending,System
785,6545,2024-10-12,Emergency,27699,Processed,Customer
786,2191,2025-03-12,Price Change,49494,Pending,Hotel
787,4130,2025-02-08,Personal Issue,24208,Processed,Customer
788,5562,2026-01-21,Price Change,45686,Processed,Customer
789,3960,2025-05-26,Emergency,23329,Processed,Hotel
790,7510,2025-11-24,Emergency,37862,Processed,System
791,3948,2024-09-19,Emergency,16011,Pending,System
792,7625,2024-05-27,Personal Issue,7840,Processed,Hotel
793,3034,2025-07-03,Health Issue,2854,Pending,System
794,11874,2024-06-11,Emergency,44147,Pending,Hotel
795,3374,2024-10-27,Travel Restriction,17564,Processed,Hotel
796,4706,2024-06-16,Schedule Conflict,17298,Processed,System
797,2764,2025-09-04,Price Change,38560,Pending,System
798,10568,2025-02-11,Price Change,47720,Pending,System
799,8236,2024-07-15,Price Change,10619,Processed,System
800,786,2024-05-26,Price Change,20104,Pending,Customer
801,968,2025-02-06,Personal Issue,44213,Pending,Hotel
802,10101,2026-03-08,Personal Issue,47854,Processed,Hotel
803,7032,2024-07-15,Travel Restriction,41812,Pending,Hotel
804,1638,2026-01-25,Personal Issue,30890,Pending,Customer
805,7388,2025-09-21,Personal Issue,3393,Processed,Customer
806,1086,2025-12-21,Price Change,12735,Processed,Customer
807,2542,2025-08-16,Health Issue,13493,Pending,Hotel
808,983,2024-11-02,Health Issue,43663,Pending,Customer
809,11028,2024-07-22,Personal Issue,29894,Processed,Customer
810,40,2024-10-08,Health Issue,3526,Processed,Hotel
811,10258,2025-08-11,Schedule Conflict,26984,Pending,Customer
812,6792,2025-07-31,Health Issue,33851,Pending,Hotel
813,3536,2025-12-18,Emergency,20819,Pending,System
814,11497,2026-02-03,Health Issue,42330,Processed,Hotel
815,10676,2026-03-28,Schedule Conflict,12286,Pending,Customer
816,8430,2025-03-12,Personal Issue,10480,Processed,Customer
817,4910,2025-08-18,Health Issue,33229,Pending,Hotel
818,6581,2026-03-21,Travel Restriction,5175,Processed,System
819,9869,2024-11-12,Travel Restriction,30539,Processed,Customer
820,2289,2025-12-17,Health Issue,42819,Pending,System
821,4038,2026-01-26,Emergency,33556,Pending,Hotel
822,4822,2025-09-07,Price Change,21786,Processed,System
823,10552,2024-10-25,Schedule Conflict,25239,Pending,Hotel
824,9691,2024-08-31,Travel Restriction,12361,Processed,System
825,2528,2025-02-02,Schedule Conflict,19932,Processed,System
826,229,2024-06-05,Emergency,49145,Processed,Customer
827,11959,2025-04-02,Schedule Conflict,30906,Processed,Hotel
828,3101,2024-12-27,Personal Issue,25771,Pending,Customer
829,3883,2026-03-15,Price Change,25430,Processed,Hotel
830,10168,2024-10-24,Health Issue,15825,Processed,Hotel
831,1675,2024-12-08,Schedule Conflict,28930,Processed,Hotel
832,2579,2024-09-06,Price Change,15330,Processed,Hotel
833,11185,2025-01-15,Emergency,19822,Pending,Customer
834,4359,2025-12-02,Health Issue,12489,Pending,Customer
835,8456,2025-11-03,Personal Issue,6136,Pending,System
836,5593,2025-11-17,Price Change,12928,Pending,System
837,2383,2025-09-25,Health Issue,5134,Processed,System
838,11808,2025-09-06,Schedule Conflict,20359,Processed,System
839,9400,2026-01-22,Travel Restriction,35222,Pending,Customer
840,6798,2026-01-10,Personal Issue,7627,Processed,Customer
841,1506,2024-09-09,Price Change,35217,Processed,Hotel
842,9538,2025-01-27,Travel Restriction,36679,Processed,Hotel
843,6634,2025-01-29,Schedule Conflict,42639,Processed,System
844,8076,2025-12-22,Personal Issue,3035,Processed,Customer
845,8274,2024-11-15,Price Change,33485,Pending,Hotel
846,3960,2025-08-03,Health Issue,37547,Pending,Customer
847,2008,2025-06-05,Price Change,23157,Pending,Hotel
848,1722,2026-01-18,Emergency,42448,Processed,Hotel
849,6506,2025-10-20,Travel Restriction,8461,Pending,Hotel
850,7900,2026-04-21,Price Change,7243,Processed,Customer
851,1525,2024-12-22,Personal Issue,15403,Processed,Hotel
852,6876,2025-08-19,Travel Restriction,11445,Pending,Hotel
853,4721,2025-12-25,Personal Issue,10434,Processed,Hotel
854,9264,2025-06-10,Travel Restriction,10799,Processed,System
855,7517,2024-10-23,Personal Issue,7656,Pending,System
856,246,2025-10-03,Emergency,16673,Pending,Hotel
857,4690,2024-09-03,Schedule Conflict,20702,Pending,Customer
858,4607,2025-06-29,Schedule Conflict,22114,Processed,System
859,4722,2024-09-25,Health Issue,42341,Processed,Hotel
860,799,2024-12-30,Travel Restriction,33690,Pending,System
861,7734,2024-08-04,Health Issue,29445,Pending,Customer
862,59,2026-04-12,Health Issue,32285,Pending,Hotel
863,3930,2025-02-13,Health Issue,29374,Pending,Customer
864,7075,2025-05-31,Health Issue,18041,Processed,System
865,5262,2024-07-02,Health Issue,36584,Pending,System
866,4729,2025-08-13,Travel Restriction,43312,Processed,Customer
867,8215,2025-03-07,Emergency,37379,Processed,Customer
868,2892,2024-11-14,Schedule Conflict,48619,Pending,System
869,11036,2025-12-20,Schedule Conflict,22122,Pending,System
870,4430,2024-10-10,Emergency,1969,Processed,System
871,576,2025-08-31,Health Issue,19305,Pending,Customer
872,6669,2025-09-01,Personal Issue,28019,Processed,System
873,8861,2024-12-17,Health Issue,5786,Pending,System
874,7330,2024-10-04,Emergency,2650,Pending,Hotel
875,10868,2025-02-21,Travel Restriction,36631,Pending,Customer
876,11628,2025-08-18,Price Change,9482,Pending,Hotel
877,3499,2026-01-01,Schedule Conflict,4951,Processed,System
878,5784,2026-04-23,Schedule Conflict,8705,Pending,Customer
879,2599,2025-06-17,Emergency,12638,Pending,Hotel
880,11712,2024-11-19,Price Change,16888,Pending,Customer
881,5641,2024-11-08,Emergency,19183,Pending,Customer
882,2228,2025-01-08,Travel Restriction,6791,Processed,Hotel
883,9707,2025-04-11,Travel Restriction,1735,Pending,System
884,8734,2025-12-24,Price Change,47683,Processed,Hotel
885,5535,2024-11-25,Schedule Conflict,21422,Processed,Customer
886,10040,2026-02-01,Emergency,19927,Processed,Hotel
887,8579,2025-11-23,Health Issue,23295,Pending,System
888,481,2026-01-03,Emergency,25795,Pending,Hotel
889,1643,2025-05-19,Travel Restriction,5302,Pending,Customer
890,8430,2025-12-24,Personal Issue,25616,Processed,System
891,5505,2025-11-10,Price Change,24617,Processed,Hotel
892,5226,2026-03-19,Health Issue,16566,Pending,Hotel
893,2065,2026-03-22,Emergency,45900,Processed,Customer
894,1182,2024-08-09,Price Change,44014,Pending,Hotel
895,3412,2025-06-09,Price Change,44739,Pending,Hotel
896,6573,2025-04-02,Schedule Conflict,26651,Pending,Hotel
897,5421,2025-05-12,Personal Issue,25299,Processed,System
898,9001,2026-01-26,Emergency,18781,Processed,Customer
899,9972,2025-09-29,Travel Restriction,15222,Processed,Customer
900,265,2025-05-19,Personal Issue,5123,Pending,Hotel
901,322,2026-04-26,Travel Restriction,12371,Processed,Hotel
902,6972,2025-06-26,Emergency,10416,Pending,Customer
903,3427,2026-01-07,Travel Restriction,7592,Pending,Customer
904,7941,2025-07-07,Emergency,15372,Processed,Customer
905,3259,2025-04-26,Travel Restriction,28736,Pending,System
906,8025,2024-09-11,Travel Restriction,19338,Processed,Hotel
907,11261,2025-10-19,Emergency,24276,Processed,System
908,8384,2024-06-25,Personal Issue,3832,Processed,Customer
909,106,2025-09-23,Emergency,34404,Processed,System
910,9951,2024-12-27,Health Issue,34250,Processed,Hotel
911,220,2025-09-29,Price Change,45260,Pending,System
912,7080,2025-12-24,Price Change,15471,Pending,Hotel
913,9335,2025-07-06,Travel Restriction,25316,Pending,Customer
914,8782,2026-02-04,Health Issue,39962,Processed,System
915,1798,2025-02-05,Schedule Conflict,5220,Pending,Hotel
916,6773,2024-08-25,Health Issue,35751,Pending,Customer
917,1020,2024-09-30,Emergency,41768,Processed,System
918,3106,2025-06-17,Personal Issue,16690,Pending,Customer
919,10922,2024-10-16,Schedule Conflict,41258,Pending,System
920,8048,2024-07-25,Health Issue,34079,Pending,Customer
921,8729,2025-06-04,Price Change,25385,Pending,System
922,3646,2025-06-10,Schedule Conflict,1372,Pending,Hotel
923,6975,2025-01-18,Travel Restriction,14682,Processed,Customer
924,9143,2025-04-07,Emergency,1290,Pending,Customer
925,7637,2025-01-21,Schedule Conflict,41836,Pending,System
926,3961,2025-04-15,Price Change,22927,Pending,System
927,11963,2025-10-09,Travel Restriction,39752,Processed,Hotel
928,1495,2024-09-22,Schedule Conflict,9649,Processed,System
929,530,2025-04-10,Personal Issue,14779,Pending,System
930,9950,2025-05-31,Schedule Conflict,26279,Processed,Customer
931,4182,2025-06-06,Health Issue,31067,Pending,Hotel
932,11483,2024-11-05,Travel Restriction,20505,Pending,System
933,7099,2024-09-23,Emergency,14020,Processed,System
934,7685,2025-11-03,Health Issue,33423,Pending,Customer
935,7481,2025-03-01,Price Change,38077,Pending,Customer
936,3172,2024-09-27,Emergency,46678,Pending,System
937,6507,2024-12-22,Personal Issue,20285,Pending,Hotel
938,4016,2024-10-06,Price Change,25918,Pending,System
939,4795,2024-11-24,Health Issue,46804,Processed,Hotel
940,1225,2026-04-27,Schedule Conflict,9410,Processed,System
941,3016,2025-10-27,Schedule Conflict,36543,Pending,Hotel
942,3179,2024-09-27,Price Change,7377,Processed,System
943,5058,2025-02-07,Travel Restriction,32948,Processed,Customer
944,5063,2026-03-06,Health Issue,5509,Processed,Customer
945,10172,2024-10-23,Price Change,23521,Pending,Customer
946,5769,2025-07-01,Travel Restriction,12525,Processed,System
947,1386,2026-01-29,Personal Issue,11178,Pending,System
948,1653,2024-08-26,Travel Restriction,25881,Pending,Hotel
949,10291,2024-11-08,Health Issue,40617,Pending,Customer
950,2276,2025-02-16,Travel Restriction,5032,Processed,Customer
