payment_id,booking_id,payment_date,payment_method,payment_amount,payment_status,transaction_fee,currency
1469,8365,2024-06-26,Card,70285,Paid,318,INR
1470,1298,2025-05-31,Net Banking,17421,Pending,370,INR
1471,6246,2025-09-23,Card,12456,Pending,495,INR
1472,2964,2026-04-20,Card,54756,Refunded,256,INR
1473,9277,2024-08-31,Cash,9784,Paid,469,INR
1474,664,2026-01-18,UPI,82936,Paid,216,INR
1475,7067,2025-10-19,Cash,89725,Paid,212,INR
1476,6299,2024-12-24,Net Banking,64124,Refunded,142,INR
1477,3463,2026-02-17,Net Banking,74093,Refunded,317,INR
1478,1699,2025-01-20,UPI,3731,Paid,493,INR
1479,4288,2025-03-08,Cash,69478,Pending,472,INR
1480,10482,2024-12-22,UPI,33293,Pending,130,INR
1481,1949,2025-05-08,Net Banking,8081,Refunded,488,INR
1482,10129,2025-05-08,Cash,30498,Paid,379,INR
1483,8835,2025-04-28,Card,65444,Paid,317,INR
1484,7117,2026-01-02,UPI,69826,Refunded,236,INR
1485,4437,2024-09-07,UPI,20232,Refunded,234,INR
1486,8106,2024-12-04,Card,50512,Refunded,432,INR
1487,5882,2024-06-28,Net Banking,50656,Refunded,380,INR
1488,893,2025-11-26,Card,24807,Refunded,176,INR
1489,8243,2025-02-16,UPI,61413,Refunded,65,INR
1490,11760,2024-10-20,Cash,82894,Refunded,305,INR
1491,2013,2026-03-31,Cash,61531,Refunded,389,INR
1492,4483,2025-05-15,Card,4745,Paid,123,INR
1493,763,2024-12-02,UPI,67941,Pending,431,INR
1494,996,2025-03-11,Net Banking,31073,Pending,299,INR
1495,3139,2025-12-19,Cash,40418,Paid,72,INR
1496,2034,2025-03-23,UPI,64834,Refunded,141,INR
1497,9883,2025-08-17,UPI,44080,Pending,389,INR
1498,11990,2025-03-20,Net Banking,81352,Pending,256,INR
1499,6446,2026-04-02,Net Banking,24019,Pending,320,INR
1500,3827,2025-03-30,Net Banking,43018,Pending,106,INR
1501,7508,2025-06-30,Card,90487,Pending,496,INR
1502,6227,2025-10-09,UPI,20255,Pending,150,INR
1503,11535,2025-05-04,Cash,37174,Paid,412,INR
1504,7021,2026-05-06,Card,17610,Paid,161,INR
1505,6958,2025-12-19,Net Banking,54220,Pending,380,INR
1506,8076,2025-09-02,UPI,51746,Paid,418,INR
1507,2060,2025-06-21,UPI,14336,Paid,201,INR
1508,4858,2024-07-10,UPI,37903,Refunded,431,INR
1509,7573,2026-05-04,Cash,16260,Paid,58,INR
1510,3858,2026-04-30,UPI,62919,Paid,215,INR
1511,458,2024-08-04,Cash,28310,Refunded,368,INR
1512,7074,2025-07-10,UPI,49198,Pending,280,INR
1513,6156,2024-09-23,Cash,48092,Pending,68,INR
1514,8508,2024-09-02,Net Banking,74698,Refunded,362,INR
1515,568,2025-05-15,UPI,52619,Paid,415,INR
1516,673,2025-06-12,Card,68786,Paid,463,INR
1517,688,2025-10-27,Net Banking,11970,Pending,209,INR
1518,10709,2025-08-01,Card,32276,Paid,283,INR
1519,4819,2025-01-07,Net Banking,49284,Paid,222,INR
1520,10042,2025-09-19,Net Banking,47771,Refunded,44,INR
1521,3290,2024-12-05,UPI,71244,Paid,365,INR
1522,811,2026-03-25,UPI,23821,Pending,147,INR
1523,8934,2025-10-31,UPI,42944,Refunded,246,INR
1524,6675,2025-09-08,Cash,99543,Refunded,313,INR
1525,1797,2026-04-12,Net Banking,11137,Refunded,171,INR
1526,1484,2025-05-22,Cash,56018,Paid,498,INR
1527,1468,2025-06-29,UPI,9460,Pending,369,INR
1528,10602,2024-09-25,UPI,99009,Refunded,146,INR
1529,1039,2024-11-03,Net Banking,18168,Pending,235,INR
1530,6089,2026-03-01,UPI,62293,Refunded,214,INR
1531,2055,2025-07-30,UPI,22066,Paid,150,INR
1532,5832,2026-02-09,Cash,86507,Refunded,338,INR
1533,3780,2026-03-23,Card,78043,Paid,210,INR
1534,11662,2025-01-16,UPI,39947,Pending,292,INR
1535,6279,2024-05-22,UPI,87730,Refunded,289,INR
1536,11218,2025-10-11,UPI,84772,Refunded,469,INR
1537,7199,2024-11-28,Card,88225,Refunded,469,INR
1538,6663,2024-06-18,Net Banking,74633,Refunded,71,INR
1539,5388,2025-08-17,UPI,7523,Pending,74,INR
1540,6781,2026-04-06,UPI,50929,Pending,274,INR
1541,745,2024-12-10,Cash,37771,Paid,463,INR
1542,314,2024-09-09,Net Banking,14984,Pending,481,INR
1543,3741,2025-04-10,UPI,23567,Paid,358,INR
1544,6875,2024-09-27,Net Banking,47711,Refunded,229,INR
1545,35,2024-07-15,Net Banking,94218,Refunded,490,INR
1546,11027,2024-07-05,UPI,11425,Paid,161,INR
1547,377,2025-05-31,Card,43189,Pending,263,INR
1548,5803,2025-12-20,Cash,69994,Paid,146,INR
1549,10636,2024-11-09,UPI,53835,Pending,51,INR
1550,8163,2026-01-22,Cash,17657,Refunded,416,INR
1551,1045,2024-06-27,Net Banking,41951,Paid,367,INR
1552,2210,2025-09-23,Card,31565,Refunded,61,INR
1553,4475,2024-11-20,Net Banking,12182,Refunded,153,INR
1554,11835,2025-12-05,Net Banking,3112,Pending,276,INR
1555,237,2025-08-26,Card,87934,Paid,23,INR
1556,8559,2024-10-24,Net Banking,70210,Pending,213,INR
1557,417,2025-01-22,Net Banking,67124,Pending,337,INR
1558,758,2024-11-04,Net Banking,96090,Refunded,268,INR
1559,8733,2026-01-06,Cash,30825,Paid,104,INR
1560,7636,2025-04-21,Cash,28312,Refunded,90,INR
1561,10994,2025-07-02,Cash,58255,Pending,127,INR
1562,1953,2026-03-02,Cash,37485,Refunded,337,INR
1563,4968,2025-12-14,Cash,22269,Pending,185,INR
1564,2580,2026-04-06,UPI,74029,Paid,266,INR
1565,1299,2025-09-18,Cash,43980,Paid,394,INR
1566,2250,2025-06-07,Card,77725,Paid,241,INR
1567,6169,2025-06-04,UPI,98275,Refunded,351,INR
1568,5397,2025-05-15,Net Banking,73851,Pending,242,INR
1569,2552,2025-10-13,Net Banking,71179,Refunded,165,INR
1570,3405,2024-06-13,Cash,85864,Paid,428,INR
1571,4486,2026-04-16,Card,99190,Pending,152,INR
1572,2599,2025-04-29,UPI,28631,Refunded,47,INR
1573,2157,2025-09-20,Cash,87145,Pending,269,INR
1574,4873,2025-10-31,Cash,35702,Refunded,65,INR
1575,9589,2024-08-31,Cash,32652,Paid,84,INR
1576,11656,2025-11-07,Net Banking,4511,Refunded,407,INR
1577,1171,2026-01-25,UPI,32426,Pending,415,INR
1578,837,2026-02-20,UPI,27207,Pending,444,INR
1579,10664,2025-12-02,Card,19903,Pending,168,INR
1580,7401,2025-08-17,Cash,26374,Pending,342,INR
1581,10568,2025-06-17,Net Banking,31735,Refunded,160,INR
1582,6647,2026-01-27,UPI,98083,Refunded,121,INR
1583,6160,2026-01-31,Cash,16762,Pending,37,INR
1584,10178,2025-01-10,Card,89613,Paid,217,INR
1585,6921,2024-06-04,Card,82726,Paid,124,INR
1586,3893,2025-10-07,UPI,84863,Pending,178,INR
1587,2629,2024-05-20,UPI,3759,Pending,163,INR
1588,3801,2024-10-16,Cash,80132,Pending,320,INR
1589,9937,2026-05-07,Card,42667,Paid,363,INR
1590,3314,2025-08-26,UPI,82491,Pending,359,INR
1591,5222,2024-10-08,UPI,97729,Pending,172,INR
1592,11020,2026-04-07,UPI,69094,Paid,459,INR
1593,3202,2025-06-02,Net Banking,26972,Pending,430,INR
1594,11701,2026-03-03,UPI,88358,Refunded,143,INR
1595,6244,2025-08-17,Net Banking,11919,Paid,372,INR
1596,3592,2025-07-17,Card,59859,Refunded,344,INR
1597,6784,2026-03-05,Card,55803,Refunded,242,INR
1598,2099,2025-08-01,UPI,33758,Paid,291,INR
1599,2412,2024-11-15,UPI,42144,Pending,282,INR
1600,2145,2025-05-09,Card,64900,Refunded,310,INR
1601,9621,2024-08-05,Cash,9642,Refunded,481,INR
1602,1346,2024-12-08,Cash,87491,Paid,72,INR
1603,8525,2025-06-17,Net Banking,32690,Pending,369,INR
1604,4513,2024-05-31,Cash,20112,Paid,130,INR
1605,6411,2026-04-01,Net Banking,69196,Paid,133,INR
1606,10644,2026-01-19,UPI,56512,Pending,288,INR
1607,5669,2025-04-28,Card,68461,Pending,32,INR
1608,803,2025-06-30,Card,99919,Pending,289,INR
1609,10440,2025-01-08,Net Banking,44447,Refunded,64,INR
1610,10048,2024-05-29,Cash,33475,Refunded,284,INR
1611,5362,2025-03-22,Card,3519,Paid,313,INR
1612,2966,2024-09-23,Net Banking,25324,Paid,487,INR
1613,9747,2026-01-20,Card,24709,Paid,461,INR
1614,2232,2026-03-13,Cash,95714,Refunded,235,INR
1615,1182,2025-02-24,Cash,57976,Pending,482,INR
1616,9898,2025-05-18,Cash,22680,Refunded,93,INR
1617,1922,2025-11-20,Cash,44183,Refunded,319,INR
1618,7400,2024-11-23,Net Banking,11400,Paid,313,INR
1619,8509,2026-01-28,Card,60167,Paid,218,INR
1620,712,2024-05-27,Cash,8251,Paid,396,INR
1621,4825,2025-08-14,Cash,15657,Pending,204,INR
1622,7923,2025-12-02,Cash,41272,Paid,325,INR
1623,4357,2025-10-19,Cash,5415,Pending,35,INR
1624,11850,2026-02-11,Cash,50668,Pending,440,INR
1625,1796,2024-08-29,Net Banking,18961,Paid,407,INR
1626,3606,2025-05-09,Net Banking,13916,Paid,220,INR
1627,8566,2025-03-12,Card,87660,Pending,140,INR
1628,10724,2024-10-02,Net Banking,33274,Pending,365,INR
1629,4055,2025-12-07,Card,6328,Paid,93,INR
1630,1762,2026-03-07,Net Banking,54574,Refunded,379,INR
1631,4759,2024-09-27,Card,84970,Paid,145,INR
1632,2927,2024-05-27,Net Banking,5733,Paid,449,INR
1633,7981,2025-06-18,UPI,76155,Pending,270,INR
1634,7698,2025-07-09,Card,13231,Refunded,452,INR
1635,7374,2025-07-20,Net Banking,18838,Refunded,337,INR
1636,3971,2026-04-16,Cash,52586,Paid,119,INR
1637,2405,2025-07-19,Card,99831,Refunded,95,INR
1638,5256,2024-07-24,Card,40688,Refunded,436,INR
1639,2673,2025-09-20,Card,54141,Refunded,241,INR
1640,7597,2026-03-04,Cash,37899,Refunded,73,INR
1641,3429,2025-06-23,Card,25058,Refunded,181,INR
1642,10566,2024-07-28,Net Banking,39997,Refunded,174,INR
1643,11886,2026-01-16,UPI,29562,Refunded,127,INR
1644,11934,2024-12-19,Card,92961,Pending,195,INR
1645,6363,2025-12-17,Card,52456,Refunded,51,INR
1646,11700,2025-02-22,Cash,46373,Pending,340,INR
1647,7442,2025-03-30,Card,81872,Refunded,151,INR
1648,4675,2026-05-03,Card,96306,Pending,242,INR
1649,8554,2024-05-27,UPI,82561,Paid,341,INR
1650,250,2025-04-23,Cash,57500,Refunded,38,INR
1651,3198,2024-09-20,UPI,44003,Paid,248,INR
1652,5375,2025-01-03,Card,8466,Paid,111,INR
1653,1852,2024-09-02,UPI,67008,Refunded,426,INR
1654,7624,2024-05-30,UPI,15805,Pending,396,INR
1655,8982,2025-04-01,UPI,97732,Refunded,255,INR
1656,11163,2024-09-29,Card,37703,Paid,322,INR
1657,157,2026-02-27,Net Banking,47729,Pending,403,INR
1658,1210,2025-03-11,Card,38672,Refunded,120,INR
1659,9099,2025-08-24,Card,44972,Refunded,425,INR
1660,1516,2025-07-08,Card,56458,Refunded,28,INR
1661,8050,2024-06-07,Net Banking,82890,Refunded,75,INR
1662,5885,2025-02-27,Cash,63339,Pending,481,INR
1663,3755,2025-02-15,Card,96557,Refunded,401,INR
1664,10586,2025-10-20,Net Banking,39750,Refunded,477,INR
1665,10808,2026-05-09,Card,69439,Pending,246,INR
1666,3102,2025-04-26,UPI,35519,Pending,26,INR
1667,9589,2025-01-25,Cash,66165,Paid,387,INR
1668,3120,2025-09-01,Cash,41042,Paid,39,INR
1669,1113,2025-08-05,Cash,34811,Pending,243,INR
1670,8029,2026-03-28,UPI,13687,Refunded,220,INR
1671,2721,2025-01-25,UPI,67204,Paid,290,INR
1672,11409,2026-02-04,UPI,28952,Paid,138,INR
1673,2095,2025-07-04,Cash,5871,Pending,431,INR
1674,9540,2025-10-01,Card,40823,Paid,273,INR
1675,10535,2024-11-16,Card,22061,Pending,169,INR
1676,1670,2024-08-02,Cash,54511,Refunded,35,INR
1677,988,2025-09-01,Cash,66989,Pending,316,INR
1678,3147,2024-08-05,Card,53872,Paid,274,INR
1679,8745,2025-05-19,Cash,48011,Paid,434,INR
1680,9547,2024-08-30,Card,14225,Paid,355,INR
1681,5087,2025-01-01,Card,68081,Refunded,404,INR
1682,6177,2025-05-28,UPI,61223,Refunded,124,INR
1683,5910,2024-06-21,Cash,46405,Paid,307,INR
1684,5846,2024-06-04,Cash,56322,Pending,216,INR
1685,1283,2025-02-05,UPI,4709,Refunded,454,INR
1686,10882,2024-11-06,Card,15536,Paid,124,INR
1687,8444,2025-02-06,Net Banking,52197,Paid,245,INR
1688,7802,2025-08-12,Net Banking,29798,Paid,103,INR
1689,8125,2025-01-01,Cash,45059,Pending,56,INR
1690,1790,2025-12-27,Cash,28292,Pending,181,INR
1691,11018,2025-12-25,Net Banking,46253,Refunded,426,INR
1692,7314,2024-05-11,Cash,53133,Paid,188,INR
1693,1072,2024-06-20,Cash,93019,Pending,309,INR
1694,3872,2025-08-05,Cash,61951,Refunded,148,INR
1695,3847,2025-05-26,Card,97840,Refunded,189,INR
1696,8565,2025-02-03,UPI,75025,Pending,304,INR
1697,438,2026-03-26,UPI,66808,Refunded,199,INR
1698,719,2026-03-31,Cash,28939,Refunded,280,INR
1699,11907,2024-09-12,Net Banking,94928,Paid,476,INR
1700,10520,2025-07-13,Net Banking,49996,Paid,80,INR
1701,7645,2025-06-17,Card,39189,Refunded,354,INR
1702,1431,2025-05-02,UPI,62540,Refunded,365,INR
1703,11003,2025-10-26,Cash,33699,Paid,455,INR
1704,6608,2025-08-11,Card,93641,Pending,115,INR
1705,57,2025-09-29,Net Banking,7155,Pending,163,INR
1706,1497,2024-10-18,UPI,67242,Refunded,437,INR
1707,9892,2025-11-06,Net Banking,34523,Paid,282,INR
1708,6363,2024-06-28,Card,77021,Pending,190,INR
1709,5583,2024-10-10,Card,59772,Refunded,61,INR
1710,9717,2025-01-20,UPI,71549,Pending,309,INR
1711,6817,2025-10-13,Net Banking,43842,Paid,32,INR
1712,10156,2026-01-17,Cash,9853,Refunded,355,INR
1713,9535,2026-05-02,Cash,77889,Pending,243,INR
1714,2268,2026-04-06,Net Banking,17394,Pending,381,INR
1715,3478,2025-06-26,UPI,57508,Paid,467,INR
1716,627,2025-04-13,Card,94905,Refunded,29,INR
1717,5776,2024-07-30,Net Banking,87811,Refunded,368,INR
1718,1483,2024-10-28,UPI,36223,Pending,287,INR
1719,9175,2025-08-23,UPI,83614,Refunded,114,INR
1720,4205,2024-10-29,Net Banking,94944,Refunded,319,INR
1721,226,2025-10-30,Net Banking,16513,Pending,126,INR
1722,4537,2025-09-20,Card,20864,Paid,105,INR
1723,6053,2024-10-09,Cash,39422,Refunded,394,INR
1724,4343,2025-04-19,Cash,77952,Paid,194,INR
1725,2445,2026-02-09,Cash,39547,Refunded,406,INR
1726,4645,2025-09-24,UPI,23459,Paid,215,INR
1727,1635,2025-02-08,Cash,90516,Refunded,410,INR
1728,8416,2025-08-03,Cash,70932,Pending,63,INR
1729,11879,2025-04-03,Card,60084,Paid,297,INR
1730,9812,2026-03-23,UPI,93813,Paid,487,INR
1731,9125,2025-10-23,UPI,72732,Pending,230,INR
1732,2586,2025-05-22,Card,35941,Refunded,292,INR
1733,3523,2024-11-07,Cash,53683,Paid,96,INR
1734,10943,2025-03-02,UPI,33976,Pending,143,INR
1735,10000,2026-01-16,Net Banking,27987,Paid,58,INR
1736,829,2024-11-06,Net Banking,64849,Pending,64,INR
1737,8173,2025-11-05,Card,54371,Refunded,38,INR
1738,9577,2024-07-06,Card,31595,Paid,349,INR
1739,9726,2024-08-27,Cash,78752,Pending,312,INR
1740,9259,2025-02-12,Cash,17992,Paid,399,INR
1741,113,2026-01-28,Cash,74088,Refunded,77,INR
1742,11939,2025-05-11,Card,39286,Pending,214,INR
1743,6591,2024-11-18,Net Banking,26719,Refunded,159,INR
1744,2673,2025-11-24,Net Banking,74386,Refunded,452,INR
1745,4921,2024-06-30,UPI,18909,Paid,116,INR
1746,10988,2024-07-06,Net Banking,17900,Pending,183,INR
1747,3609,2024-07-04,Card,72467,Refunded,210,INR
1748,7415,2024-11-19,Cash,61696,Pending,64,INR
1749,11424,2024-10-29,Card,16032,Paid,451,INR
1750,851,2026-05-05,UPI,8153,Paid,100,INR
1751,1434,2024-11-26,Card,14066,Refunded,495,INR
1752,7418,2025-02-27,Cash,80679,Refunded,117,INR
1753,3285,2026-03-23,Card,34879,Pending,350,INR
1754,1836,2025-03-30,UPI,71069,Refunded,221,INR
1755,2471,2024-09-07,Net Banking,97873,Pending,237,INR
1756,908,2026-01-11,UPI,43508,Paid,278,INR
1757,4373,2025-07-04,Net Banking,62293,Refunded,129,INR
1758,4662,2026-05-04,Cash,88782,Paid,480,INR
1759,9402,2024-11-25,UPI,61997,Refunded,151,INR
1760,2437,2024-07-26,Net Banking,54236,Pending,351,INR
1761,3920,2025-01-11,Cash,83354,Pending,391,INR
1762,8514,2024-11-27,Card,61677,Pending,80,INR
1763,1590,2024-06-14,Cash,61940,Pending,327,INR
1764,6467,2024-12-19,UPI,95805,Refunded,233,INR
1765,2833,2024-12-30,Card,89675,Refunded,353,INR
1766,4814,2024-10-30,Net Banking,18569,Pending,79,INR
1767,1166,2025-04-05,Net Banking,64538,Refunded,270,INR
1768,5422,2024-08-19,Card,57455,Pending,230,INR
1769,9776,2026-04-02,Net Banking,98580,Refunded,237,INR
1770,8245,2025-05-23,Cash,53801,Pending,38,INR
1771,11757,2025-10-01,Cash,80784,Refunded,96,INR
1772,8454,2025-08-13,Card,17622,Refunded,255,INR
1773,4259,2025-09-17,Net Banking,49303,Paid,438,INR
1774,2049,2025-12-15,Card,23283,Refunded,49,INR
1775,3619,2025-08-07,UPI,54045,Pending,209,INR
1776,262,2024-08-18,Net Banking,70585,Pending,389,INR
1777,10016,2025-12-17,Net Banking,30374,Paid,164,INR
1778,2749,2024-12-17,UPI,11164,Pending,402,INR
1779,9756,2024-10-22,Net Banking,87555,Pending,369,INR
1780,2668,2025-02-26,Net Banking,26235,Pending,335,INR
1781,3390,2025-12-08,UPI,77593,Refunded,109,INR
1782,4850,2025-10-30,Net Banking,72472,Pending,149,INR
1783,6825,2024-09-13,Cash,21379,Refunded,310,INR
1784,6655,2024-08-10,Card,53110,Paid,206,INR
1785,7740,2025-04-16,Card,88511,Pending,487,INR
1786,9815,2025-12-21,Net Banking,12055,Paid,333,INR
1787,4965,2025-09-24,Net Banking,63886,Paid,210,INR
1788,1828,2024-09-29,UPI,91224,Paid,71,INR
1789,5573,2024-10-17,Net Banking,87286,Paid,262,INR
1790,4218,2026-01-16,Net Banking,28690,Refunded,176,INR
1791,1927,2025-07-01,Net Banking,53076,Paid,376,INR
1792,5134,2026-02-08,UPI,33934,Refunded,196,INR
1793,2986,2025-11-29,UPI,89302,Refunded,111,INR
1794,3541,2025-04-12,Net Banking,55212,Refunded,319,INR
1795,7631,2025-01-29,UPI,3479,Paid,323,INR
1796,4168,2026-04-09,UPI,65362,Paid,345,INR
1797,11340,2024-12-06,UPI,4404,Pending,454,INR
1798,10206,2025-06-15,Card,36908,Refunded,134,INR
1799,8442,2024-06-11,Cash,84939,Refunded,157,INR
1800,248,2025-05-20,Net Banking,58791,Refunded,302,INR
1801,8413,2024-08-20,Net Banking,5034,Paid,396,INR
1802,6379,2026-03-03,Cash,84526,Refunded,302,INR
1803,7773,2024-06-28,Cash,62848,Paid,484,INR
1804,5783,2025-11-19,UPI,98808,Pending,405,INR
1805,2277,2025-08-17,Cash,85111,Paid,97,INR
1806,9726,2025-06-02,Cash,19571,Refunded,124,INR
1807,8001,2026-02-17,Card,37204,Refunded,370,INR
1808,6385,2025-10-30,Cash,26888,Pending,363,INR
1809,4782,2025-09-16,Cash,89448,Refunded,217,INR
1810,3042,2024-10-29,UPI,84700,Pending,318,INR
1811,4217,2026-04-29,UPI,94189,Paid,127,INR
1812,6815,2025-11-17,Card,12770,Refunded,90,INR
1813,4043,2024-08-08,Card,17504,Pending,301,INR
1814,198,2025-01-18,Net Banking,40271,Pending,280,INR
1815,1214,2025-06-30,Cash,95781,Paid,478,INR
1816,6755,2025-01-03,UPI,33310,Pending,240,INR
1817,4084,2025-02-15,Net Banking,23577,Refunded,234,INR
1818,8726,2024-12-18,Net Banking,14250,Refunded,469,INR
1819,2649,2024-08-31,Net Banking,80964,Paid,268,INR
1820,10396,2026-02-25,Card,11054,Pending,61,INR
1821,7603,2024-07-21,Cash,99687,Refunded,439,INR
1822,10646,2026-01-16,Cash,72333,Paid,382,INR
1823,4615,2024-07-17,Net Banking,97683,Refunded,194,INR
1824,3627,2024-10-03,Card,39613,Refunded,196,INR
1825,10691,2025-06-10,Cash,29938,Pending,213,INR
1826,8548,2025-01-22,Net Banking,75900,Paid,269,INR
1827,2299,2025-05-16,Cash,47969,Refunded,109,INR
1828,6036,2025-08-30,Cash,5533,Refunded,452,INR
1829,5396,2026-04-06,Cash,7121,Pending,130,INR
1830,9112,2024-09-25,Cash,85786,Refunded,169,INR
1831,3845,2024-11-16,Card,34697,Pending,240,INR
1832,11897,2026-01-02,Cash,47547,Pending,20,INR
1833,7166,2026-04-23,Net Banking,92741,Pending,64,INR
1834,7668,2025-06-20,UPI,64713,Paid,374,INR
1835,11592,2025-06-11,UPI,54737,Refunded,127,INR
1836,4305,2024-06-04,UPI,77760,Paid,324,INR
1837,11016,2025-02-19,Net Banking,26125,Refunded,283,INR
1838,7440,2024-05-23,UPI,66915,Refunded,263,INR
1839,395,2025-11-22,Cash,75219,Paid,220,INR
1840,10350,2026-01-17,Cash,74297,Pending,437,INR
1841,11820,2025-12-20,Cash,99718,Pending,276,INR
1842,11085,2026-04-27,UPI,53294,Paid,438,INR
1843,436,2024-08-18,Cash,83083,Refunded,23,INR
1844,3098,2026-01-11,Net Banking,12094,Paid,405,INR
1845,3043,2025-10-27,Card,53896,Pending,147,INR
1846,11970,2024-09-12,Net Banking,43608,Pending,487,INR
1847,10729,2024-09-17,Card,59869,Paid,361,INR
1848,3783,2024-08-08,UPI,67152,Refunded,41,INR
1849,10602,2025-04-08,Card,35520,Pending,471,INR
1850,6026,2025-04-15,Cash,42658,Refunded,406,INR
1851,2744,2025-03-21,Cash,88437,Pending,429,INR
1852,269,2024-10-20,Net Banking,87532,Refunded,444,INR
1853,5874,2024-06-30,UPI,76180,Refunded,341,INR
1854,5733,2025-02-28,Net Banking,39546,Pending,182,INR
1855,6769,2026-03-31,Cash,23177,Paid,316,INR
1856,9448,2025-08-05,Card,90366,Paid,166,INR
1857,10796,2024-11-11,UPI,41345,Paid,64,INR
1858,11979,2024-06-05,Cash,36845,Paid,235,INR
1859,10677,2026-03-18,Cash,43102,Pending,77,INR
1860,9322,2024-06-18,Net Banking,58970,Paid,45,INR
1861,5250,2024-07-04,Net Banking,35407,Paid,98,INR
1862,7569,2026-01-06,Cash,37543,Paid,412,INR
1863,6562,2025-11-17,UPI,86380,Pending,100,INR
1864,1278,2024-08-09,Card,22423,Pending,281,INR
1865,9425,2026-03-12,Card,35762,Paid,345,INR
1866,2011,2024-08-19,Card,35461,Paid,343,INR
1867,1506,2024-11-28,Net Banking,65268,Refunded,380,INR
1868,8966,2025-06-28,Card,72034,Pending,407,INR
1869,5908,2024-10-15,Cash,37836,Pending,59,INR
1870,8631,2026-03-06,Net Banking,77716,Pending,489,INR
1871,770,2024-08-18,Cash,81865,Refunded,334,INR
1872,3975,2024-09-26,Cash,30152,Paid,327,INR
1873,7540,2025-10-10,Cash,28498,Refunded,25,INR
1874,3296,2025-09-18,UPI,72923,Pending,141,INR
1875,10633,2026-02-05,Net Banking,16669,Refunded,185,INR
1876,5335,2026-04-21,Net Banking,74358,Refunded,290,INR
1877,7311,2025-04-02,Cash,31208,Paid,365,INR
1878,5095,2025-12-10,UPI,69770,Refunded,165,INR
1879,7951,2024-05-17,UPI,56295,Refunded,168,INR
1880,7640,2024-09-25,Cash,6051,Pending,221,INR
1881,7738,2024-11-28,Net Banking,58199,Pending,96,INR
1882,4694,2026-04-04,Cash,76356,Paid,414,INR
1883,5493,2024-06-24,Net Banking,37513,Pending,383,INR
1884,11765,2024-08-24,UPI,19007,Paid,221,INR
1885,7886,2025-05-06,Cash,98473,Refunded,343,INR
1886,8760,2025-12-16,Cash,34654,Paid,141,INR
1887,1242,2025-06-18,UPI,33247,Refunded,474,INR
1888,4156,2025-10-11,Net Banking,3358,Pending,447,INR
1889,696,2024-06-10,UPI,37592,Pending,472,INR
1890,10449,2024-07-02,Card,30913,Pending,145,INR
1891,3427,2025-08-21,Cash,17908,Refunded,349,INR
1892,7536,2025-08-07,Net Banking,7070,Refunded,295,INR
1893,7616,2025-05-18,Net Banking,33921,Paid,267,INR
1894,4474,2024-10-11,UPI,91321,Pending,438,INR
1895,4148,2025-02-17,Card,74522,Refunded,305,INR
1896,5944,2024-10-19,Net Banking,98318,Refunded,139,INR
1897,5647,2024-05-28,Card,80660,Paid,491,INR
1898,4797,2024-08-11,UPI,58738,Refunded,428,INR
1899,7754,2026-01-27,Card,82587,Pending,217,INR
1900,1578,2025-07-10,Card,66735,Refunded,124,INR
1901,3874,2025-05-13,Card,4625,Pending,228,INR
1902,11713,2025-05-17,Net Banking,49369,Paid,81,INR
1903,3606,2025-11-14,UPI,41206,Pending,70,INR
1904,1666,2025-12-09,Net Banking,3825,Pending,316,INR
1905,5770,2025-12-16,Net Banking,70446,Refunded,70,INR
1906,8064,2026-02-17,Cash,36406,Paid,461,INR
1907,9719,2025-12-05,UPI,60136,Refunded,200,INR
1908,10156,2024-11-12,UPI,43111,Paid,358,INR
1909,4554,2025-04-15,Card,83361,Paid,312,INR
1910,10026,2025-05-21,UPI,77746,Refunded,252,INR
1911,2313,2025-12-16,Card,13845,Pending,220,INR
1912,3440,2026-03-26,Card,70293,Pending,85,INR
1913,1524,2025-04-08,Card,88658,Pending,379,INR
1914,7694,2025-11-02,Cash,48877,Refunded,500,INR
1915,11559,2026-02-27,Card,45734,Paid,218,INR
1916,3955,2024-09-23,UPI,38049,Refunded,87,INR
1917,10786,2024-09-28,Card,67034,Refunded,480,INR
1918,538,2026-03-12,UPI,95704,Paid,323,INR
1919,11763,2024-08-11,Net Banking,29566,Paid,477,INR
1920,229,2025-08-14,Card,36741,Refunded,175,INR
1921,5252,2026-02-16,UPI,79818,Pending,86,INR
1922,10076,2025-01-08,Net Banking,67428,Pending,149,INR
1923,10167,2025-09-29,Net Banking,98224,Pending,294,INR
1924,116,2024-12-06,Net Banking,96663,Refunded,411,INR
1925,4661,2024-05-11,UPI,5065,Refunded,47,INR
1926,6451,2024-11-19,Card,81445,Pending,188,INR
1927,3579,2026-01-06,Card,48170,Pending,291,INR
1928,9743,2025-08-08,UPI,36543,Paid,309,INR
1929,11737,2025-05-02,Cash,56121,Pending,382,INR
1930,5181,2026-02-02,Cash,93194,Refunded,443,INR
1931,2490,2025-11-17,UPI,22929,Refunded,325,INR
1932,7868,2026-01-03,UPI,71128,Refunded,36,INR
1933,3246,2025-12-17,Card,56123,Paid,471,INR
1934,301,2025-07-10,Card,71115,Pending,279,INR
1935,8368,2025-04-28,Net Banking,17573,Pending,92,INR
1936,5709,2025-02-04,Card,44585,Refunded,25,INR
1937,5221,2025-12-31,Cash,79418,Pending,155,INR
1938,4151,2025-07-08,UPI,87554,Pending,281,INR
1939,7418,2025-12-21,Card,58281,Paid,25,INR
1940,7084,2025-03-19,Card,24321,Paid,479,INR
